"Name"	"Conditions"	"logFC"	"hovertext"
"CAGL0I00286g"	"T10"	NA	"CAGL0I00286g - NA"
"CAGL0I00462g"	"T10"	0.201	"CAGL0I00462g - 0.201"
"CAGL0I00528g"	"T10"	NA	"CAGL0I00528g - NA"
"CAGL0I00550g"	"T10"	NA	"CAGL0I00550g - NA"
"CAGL0I00748g"	"T10"	1.662	"CAGL0I00748g - 1.662"
"CAGL0I00792g"	"T10"	0.625	"CAGL0I00792g - 0.625"
"CAGL0I00814g"	"T10"	-0.032	"CAGL0I00814g - -0.032"
"CAGL0I01100g"	"T10"	0.271	"CAGL0I01100g - 0.271"
"CAGL0I01166g"	"T10"	0.119	"CAGL0I01166g - 0.119"
"CAGL0I01276g"	"T10"	-0.308	"CAGL0I01276g - -0.308"
"CAGL0I01298g"	"T10"	0.607	"CAGL0I01298g - 0.607"
"CAGL0I01408g"	"T10"	1.978	"CAGL0I01408g - 1.978"
"CAGL0I01980g"	"T10"	NA	"CAGL0I01980g - NA"
"CAGL0I02024g"	"T10"	NA	"CAGL0I02024g - NA"
"CAGL0I02134g"	"T10"	NA	"CAGL0I02134g - NA"
"CAGL0I02486g"	"T10"	-0.74	"CAGL0I02486g - -0.74"
"CAGL0I02508g"	"T10"	NA	"CAGL0I02508g - NA"
"CAGL0I02530g"	"T10"	-0.691	"CAGL0I02530g - -0.691"
"CAGL0I02728g"	"T10"	NA	"CAGL0I02728g - NA"
"CAGL0I03036g"	"T10"	-0.448	"CAGL0I03036g - -0.448"
"CAGL0I03080g"	"T10"	-0.066	"CAGL0I03080g - -0.066"
"CAGL0I03190g"	"T10"	-0.651	"CAGL0I03190g - -0.651"
"CAGL0I03234g"	"T10"	-1.099	"CAGL0I03234g - -1.099"
"CAGL0I03366g"	"T10"	0.467	"CAGL0I03366g - 0.467"
"CAGL0I04004g"	"T10"	NA	"CAGL0I04004g - NA"
"CAGL0I04048g"	"T10"	NA	"CAGL0I04048g - NA"
"CAGL0I04328g"	"T10"	NA	"CAGL0I04328g - NA"
"CAGL0I04334g"	"T10"	NA	"CAGL0I04334g - NA"
"CAGL0I04444g"	"T10"	-0.227	"CAGL0I04444g - -0.227"
"CAGL0I04686g"	"T10"	-0.051	"CAGL0I04686g - -0.051"
"CAGL0I04730g"	"T10"	0.823	"CAGL0I04730g - 0.823"
"CAGL0I04752g"	"T10"	NA	"CAGL0I04752g - NA"
"CAGL0I04906g"	"T10"	-0.843	"CAGL0I04906g - -0.843"
"CAGL0I04972g"	"T10"	NA	"CAGL0I04972g - NA"
"CAGL0I04994g"	"T10"	-0.334	"CAGL0I04994g - -0.334"
"CAGL0I05060g"	"T10"	NA	"CAGL0I05060g - NA"
"CAGL0I05390g"	"T10"	NA	"CAGL0I05390g - NA"
"CAGL0I05610g"	"T10"	NA	"CAGL0I05610g - NA"
"CAGL0I05874g"	"T10"	0.496	"CAGL0I05874g - 0.496"
"CAGL0I05934g"	"T10"	NA	"CAGL0I05934g - NA"
"CAGL0I06006g"	"T10"	-0.279	"CAGL0I06006g - -0.279"
"CAGL0I06050g"	"T10"	-0.137	"CAGL0I06050g - -0.137"
"CAGL0I06182g"	"T10"	-0.751	"CAGL0I06182g - -0.751"
"CAGL0I06644g"	"T10"	NA	"CAGL0I06644g - NA"
"CAGL0I06743g"	"T10"	NA	"CAGL0I06743g - NA"
"CAGL0I06831g"	"T10"	NA	"CAGL0I06831g - NA"
"CAGL0I07249g"	"T10"	NA	"CAGL0I07249g - NA"
"CAGL0I07491g"	"T10"	NA	"CAGL0I07491g - NA"
"CAGL0I07843g"	"T10"	-0.667	"CAGL0I07843g - -0.667"
"CAGL0I07887g"	"T10"	NA	"CAGL0I07887g - NA"
"CAGL0I07969g"	"T10"	NA	"CAGL0I07969g - NA"
"CAGL0I08305g"	"T10"	NA	"CAGL0I08305g - NA"
"CAGL0I08503g"	"T10"	1.882	"CAGL0I08503g - 1.882"
"CAGL0I08547g"	"T10"	-0.638	"CAGL0I08547g - -0.638"
"CAGL0I08987g"	"T10"	-0.021	"CAGL0I08987g - -0.021"
"CAGL0I09009g"	"T10"	NA	"CAGL0I09009g - NA"
"CAGL0I09086g"	"T10"	NA	"CAGL0I09086g - NA"
"CAGL0I09284g"	"T10"	-0.334	"CAGL0I09284g - -0.334"
"CAGL0I09328g"	"T10"	-0.991	"CAGL0I09328g - -0.991"
"CAGL0I09504g"	"T10"	NA	"CAGL0I09504g - NA"
"CAGL0I09702g"	"T10"	NA	"CAGL0I09702g - NA"
"CAGL0I09724g"	"T10"	NA	"CAGL0I09724g - NA"
"CAGL0I09790g"	"T10"	-0.181	"CAGL0I09790g - -0.181"
"CAGL0I10010g"	"T10"	NA	"CAGL0I10010g - NA"
"CAGL0I10147g"	"T10"	NA	"CAGL0I10147g - NA"
"CAGL0I10384g"	"T10"	NA	"CAGL0I10384g - NA"
"CAGL0I10406g"	"T10"	0.765	"CAGL0I10406g - 0.765"
"CAGL0I10472g"	"T10"	0.378	"CAGL0I10472g - 0.378"
"CAGL0I10670g"	"T10"	1.007	"CAGL0I10670g - 1.007"
"CAGL0I10747g"	"T10"	NA	"CAGL0I10747g - NA"
"CAGL0I10791g"	"T10"	-0.765	"CAGL0I10791g - -0.765"
"CAGL0J00363g"	"T10"	NA	"CAGL0J00363g - NA"
"CAGL0J00429g"	"T10"	0.574	"CAGL0J00429g - 0.574"
"CAGL0J00451g"	"T10"	NA	"CAGL0J00451g - NA"
"CAGL0J00473g"	"T10"	-0.528	"CAGL0J00473g - -0.528"
"CAGL0J00649g"	"T10"	-0.826	"CAGL0J00649g - -0.826"
"CAGL0J00847g"	"T10"	-0.377	"CAGL0J00847g - -0.377"
"CAGL0J01045g"	"T10"	NA	"CAGL0J01045g - NA"
"CAGL0J01441g"	"T10"	-0.591	"CAGL0J01441g - -0.591"
"CAGL0J01848g"	"T10"	NA	"CAGL0J01848g - NA"
"CAGL0J02112g"	"T10"	-0.316	"CAGL0J02112g - -0.316"
"CAGL0J02530g"	"T10"	NA	"CAGL0J02530g - NA"
"CAGL0J02904g"	"T10"	NA	"CAGL0J02904g - NA"
"CAGL0J03080g"	"T10"	NA	"CAGL0J03080g - NA"
"CAGL0J03212g"	"T10"	-0.659	"CAGL0J03212g - -0.659"
"CAGL0J03234g"	"T10"	0.516	"CAGL0J03234g - 0.516"
"CAGL0J03762g"	"T10"	0.355	"CAGL0J03762g - 0.355"
"CAGL0J03806g"	"T10"	0.038	"CAGL0J03806g - 0.038"
"CAGL0J03894g"	"T10"	NA	"CAGL0J03894g - NA"
"CAGL0J03916g"	"T10"	NA	"CAGL0J03916g - NA"
"CAGL0J04004g"	"T10"	NA	"CAGL0J04004g - NA"
"CAGL0J04070g"	"T10"	-1.345	"CAGL0J04070g - -1.345"
"CAGL0J04202g"	"T10"	3.892	"CAGL0J04202g - 3.892"
"CAGL0J04224g"	"T10"	NA	"CAGL0J04224g - NA"
"CAGL0J04268g"	"T10"	-0.556	"CAGL0J04268g - -0.556"
"CAGL0J04290g"	"T10"	NA	"CAGL0J04290g - NA"
"CAGL0J04466g"	"T10"	NA	"CAGL0J04466g - NA"
"CAGL0J04576g"	"T10"	NA	"CAGL0J04576g - NA"
"CAGL0J04950g"	"T10"	NA	"CAGL0J04950g - NA"
"CAGL0J05082g"	"T10"	NA	"CAGL0J05082g - NA"
"CAGL0J05258g"	"T10"	0.098	"CAGL0J05258g - 0.098"
"CAGL0J05390g"	"T10"	NA	"CAGL0J05390g - NA"
"CAGL0J05478g"	"T10"	NA	"CAGL0J05478g - NA"
"CAGL0J05852g"	"T10"	1.165	"CAGL0J05852g - 1.165"
"CAGL0J05984g"	"T10"	-0.624	"CAGL0J05984g - -0.624"
"CAGL0J06374g"	"T10"	-0.321	"CAGL0J06374g - -0.321"
"CAGL0J06380g"	"T10"	NA	"CAGL0J06380g - NA"
"CAGL0J06666g"	"T10"	1.337	"CAGL0J06666g - 1.337"
"CAGL0J07062g"	"T10"	0.131	"CAGL0J07062g - 0.131"
"CAGL0J07568g"	"T10"	-0.02	"CAGL0J07568g - -0.02"
"CAGL0J07678g"	"T10"	0.152	"CAGL0J07678g - 0.152"
"CAGL0J07766g"	"T10"	0.922	"CAGL0J07766g - 0.922"
"CAGL0J07980g"	"T10"	NA	"CAGL0J07980g - NA"
"CAGL0J08547g"	"T10"	NA	"CAGL0J08547g - NA"
"CAGL0J08679g"	"T10"	0.623	"CAGL0J08679g - 0.623"
"CAGL0J09240g"	"T10"	-0.211	"CAGL0J09240g - -0.211"
"CAGL0J09262g"	"T10"	NA	"CAGL0J09262g - NA"
"CAGL0J09328g"	"T10"	NA	"CAGL0J09328g - NA"
"CAGL0J09614g"	"T10"	4.106	"CAGL0J09614g - 4.106"
"CAGL0J09724g"	"T10"	-2.633	"CAGL0J09724g - -2.633"
"CAGL0J09812g"	"T10"	NA	"CAGL0J09812g - NA"
"CAGL0J09944g"	"T10"	NA	"CAGL0J09944g - NA"
"CAGL0J10010g"	"T10"	-0.263	"CAGL0J10010g - -0.263"
"CAGL0J10164g"	"T10"	0.628	"CAGL0J10164g - 0.628"
"CAGL0J10362g"	"T10"	-3.067	"CAGL0J10362g - -3.067"
"CAGL0J10824g"	"T10"	NA	"CAGL0J10824g - NA"
"CAGL0J10846g"	"T10"	NA	"CAGL0J10846g - NA"
"CAGL0J10978g"	"T10"	NA	"CAGL0J10978g - NA"
"CAGL0J11132g"	"T10"	0.072	"CAGL0J11132g - 0.072"
"CAGL0J11682g"	"T10"	0.66	"CAGL0J11682g - 0.66"
"CAGL0J11792g"	"T10"	NA	"CAGL0J11792g - NA"
"CAGL0J11858g"	"T10"	NA	"CAGL0J11858g - NA"
"CAGL0K00110g"	"T10"	-1.602	"CAGL0K00110g - -1.602"
"CAGL0K00715g"	"T10"	NA	"CAGL0K00715g - NA"
"CAGL0K00847g"	"T10"	-0.078	"CAGL0K00847g - -0.078"
"CAGL0K00869g"	"T10"	NA	"CAGL0K00869g - NA"
"CAGL0K01177g"	"T10"	0.003	"CAGL0K01177g - 0.003"
"CAGL0K01749g"	"T10"	NA	"CAGL0K01749g - NA"
"CAGL0K01771g"	"T10"	-0.842	"CAGL0K01771g - -0.842"
"CAGL0K01859g"	"T10"	0.106	"CAGL0K01859g - 0.106"
"CAGL0K02233g"	"T10"	1.296	"CAGL0K02233g - 1.296"
"CAGL0K02409g"	"T10"	1.837	"CAGL0K02409g - 1.837"
"CAGL0K02629g"	"T10"	NA	"CAGL0K02629g - NA"
"CAGL0K02893g"	"T10"	0.661	"CAGL0K02893g - 0.661"
"CAGL0K03091g"	"T10"	2.079	"CAGL0K03091g - 2.079"
"CAGL0K03421g"	"T10"	NA	"CAGL0K03421g - NA"
"CAGL0K03459g"	"T10"	NA	"CAGL0K03459g - NA"
"CAGL0K04103g"	"T10"	NA	"CAGL0K04103g - NA"
"CAGL0K04279g"	"T10"	NA	"CAGL0K04279g - NA"
"CAGL0K04301g"	"T10"	NA	"CAGL0K04301g - NA"
"CAGL0K04367g"	"T10"	NA	"CAGL0K04367g - NA"
"CAGL0K04499g"	"T10"	-0.271	"CAGL0K04499g - -0.271"
"CAGL0K04719g"	"T10"	NA	"CAGL0K04719g - NA"
"CAGL0K04851g"	"T10"	NA	"CAGL0K04851g - NA"
"CAGL0K05137g"	"T10"	NA	"CAGL0K05137g - NA"
"CAGL0K05247g"	"T10"	NA	"CAGL0K05247g - NA"
"CAGL0K05357g"	"T10"	-0.022	"CAGL0K05357g - -0.022"
"CAGL0K05687g"	"T10"	NA	"CAGL0K05687g - NA"
"CAGL0K05753g"	"T10"	NA	"CAGL0K05753g - NA"
"CAGL0K05813g"	"T10"	0.14	"CAGL0K05813g - 0.14"
"CAGL0K06061g"	"T10"	-0.85	"CAGL0K06061g - -0.85"
"CAGL0K06105g"	"T10"	NA	"CAGL0K06105g - NA"
"CAGL0K06259g"	"T10"	-0.201	"CAGL0K06259g - -0.201"
"CAGL0K06567g"	"T10"	-0.051	"CAGL0K06567g - -0.051"
"CAGL0K06633g"	"T10"	NA	"CAGL0K06633g - NA"
"CAGL0K06677g"	"T10"	0.439	"CAGL0K06677g - 0.439"
"CAGL0K07111g"	"T10"	NA	"CAGL0K07111g - NA"
"CAGL0K07183g"	"T10"	NA	"CAGL0K07183g - NA"
"CAGL0K07205g"	"T10"	NA	"CAGL0K07205g - NA"
"CAGL0K07436g"	"T10"	-0.426	"CAGL0K07436g - -0.426"
"CAGL0K07480g"	"T10"	NA	"CAGL0K07480g - NA"
"CAGL0K07546g"	"T10"	NA	"CAGL0K07546g - NA"
"CAGL0K07590g"	"T10"	NA	"CAGL0K07590g - NA"
"CAGL0K07678g"	"T10"	NA	"CAGL0K07678g - NA"
"CAGL0K08184g"	"T10"	0.676	"CAGL0K08184g - 0.676"
"CAGL0K08206g"	"T10"	NA	"CAGL0K08206g - NA"
"CAGL0K08338g"	"T10"	1.596	"CAGL0K08338g - 1.596"
"CAGL0K08536g"	"T10"	1.52	"CAGL0K08536g - 1.52"
"CAGL0K08668g"	"T10"	NA	"CAGL0K08668g - NA"
"CAGL0K08756g"	"T10"	NA	"CAGL0K08756g - NA"
"CAGL0K09042g"	"T10"	-2.287	"CAGL0K09042g - -2.287"
"CAGL0K09372g"	"T10"	NA	"CAGL0K09372g - NA"
"CAGL0K09702g"	"T10"	NA	"CAGL0K09702g - NA"
"CAGL0K09724g"	"T10"	0.9	"CAGL0K09724g - 0.9"
"CAGL0K09988g"	"T10"	-2.314	"CAGL0K09988g - -2.314"
"CAGL0K10340g"	"T10"	-0.129	"CAGL0K10340g - -0.129"
"CAGL0K10362g"	"T10"	0.413	"CAGL0K10362g - 0.413"
"CAGL0K10428g"	"T10"	NA	"CAGL0K10428g - NA"
"CAGL0K10736g"	"T10"	NA	"CAGL0K10736g - NA"
"CAGL0K10780g"	"T10"	-1.079	"CAGL0K10780g - -1.079"
"CAGL0K10824g"	"T10"	NA	"CAGL0K10824g - NA"
"CAGL0K10868g"	"T10"	-0.433	"CAGL0K10868g - -0.433"
"CAGL0K11231g"	"T10"	0.789	"CAGL0K11231g - 0.789"
"CAGL0K11616g"	"T10"	-0.128	"CAGL0K11616g - -0.128"
"CAGL0K11858g"	"T10"	0.186	"CAGL0K11858g - 0.186"
"CAGL0K12100g"	"T10"	0.382	"CAGL0K12100g - 0.382"
"CAGL0K12254g"	"T10"	NA	"CAGL0K12254g - NA"
"CAGL0K12518g"	"T10"	NA	"CAGL0K12518g - NA"
"CAGL0K12980g"	"T10"	NA	"CAGL0K12980g - NA"
"CAGL0L00429g"	"T10"	0.711	"CAGL0L00429g - 0.711"
"CAGL0L00473g"	"T10"	NA	"CAGL0L00473g - NA"
"CAGL0L00649g"	"T10"	NA	"CAGL0L00649g - NA"
"CAGL0L00759g"	"T10"	0.289	"CAGL0L00759g - 0.289"
"CAGL0L00803g"	"T10"	NA	"CAGL0L00803g - NA"
"CAGL0L00957g"	"T10"	-0.514	"CAGL0L00957g - -0.514"
"CAGL0L00979g"	"T10"	NA	"CAGL0L00979g - NA"
"CAGL0L01089g"	"T10"	1.172	"CAGL0L01089g - 1.172"
"CAGL0L01177g"	"T10"	-2.092	"CAGL0L01177g - -2.092"
"CAGL0L01551g"	"T10"	-0.834	"CAGL0L01551g - -0.834"
"CAGL0L01771g"	"T10"	NA	"CAGL0L01771g - NA"
"CAGL0L02079g"	"T10"	0.458	"CAGL0L02079g - 0.458"
"CAGL0L02167g"	"T10"	NA	"CAGL0L02167g - NA"
"CAGL0L02321g"	"T10"	-1.339	"CAGL0L02321g - -1.339"
"CAGL0L02937g"	"T10"	NA	"CAGL0L02937g - NA"
"CAGL0L03135g"	"T10"	NA	"CAGL0L03135g - NA"
"CAGL0L03267g"	"T10"	NA	"CAGL0L03267g - NA"
"CAGL0L03377g"	"T10"	NA	"CAGL0L03377g - NA"
"CAGL0L03696g"	"T10"	NA	"CAGL0L03696g - NA"
"CAGL0L03806g"	"T10"	2.165	"CAGL0L03806g - 2.165"
"CAGL0L03828g"	"T10"	-0.025	"CAGL0L03828g - -0.025"
"CAGL0L03846g"	"T10"	-0.095	"CAGL0L03846g - -0.095"
"CAGL0L03982g"	"T10"	-0.128	"CAGL0L03982g - -0.128"
"CAGL0L04070g"	"T10"	NA	"CAGL0L04070g - NA"
"CAGL0L04510g"	"T10"	NA	"CAGL0L04510g - NA"
"CAGL0L04598g"	"T10"	-1.377	"CAGL0L04598g - -1.377"
"CAGL0L04664g"	"T10"	0.434	"CAGL0L04664g - 0.434"
"CAGL0L05236g"	"T10"	0.295	"CAGL0L05236g - 0.295"
"CAGL0L05258g"	"T10"	-2.005	"CAGL0L05258g - -2.005"
"CAGL0L05500g"	"T10"	3.923	"CAGL0L05500g - 3.923"
"CAGL0L05742g"	"T10"	NA	"CAGL0L05742g - NA"
"CAGL0L05786g"	"T10"	NA	"CAGL0L05786g - NA"
"CAGL0L06094g"	"T10"	-0.537	"CAGL0L06094g - -0.537"
"CAGL0L06160g"	"T10"	-0.498	"CAGL0L06160g - -0.498"
"CAGL0L06512g"	"T10"	NA	"CAGL0L06512g - NA"
"CAGL0L06578g"	"T10"	NA	"CAGL0L06578g - NA"
"CAGL0L06666g"	"T10"	NA	"CAGL0L06666g - NA"
"CAGL0L06776g"	"T10"	NA	"CAGL0L06776g - NA"
"CAGL0L06864g"	"T10"	NA	"CAGL0L06864g - NA"
"CAGL0L07480g"	"T10"	NA	"CAGL0L07480g - NA"
"CAGL0L07502g"	"T10"	NA	"CAGL0L07502g - NA"
"CAGL0L07546g"	"T10"	NA	"CAGL0L07546g - NA"
"CAGL0L08114g"	"T10"	NA	"CAGL0L08114g - NA"
"CAGL0L08118g"	"T10"	NA	"CAGL0L08118g - NA"
"CAGL0L08184g"	"T10"	NA	"CAGL0L08184g - NA"
"CAGL0L08294g"	"T10"	NA	"CAGL0L08294g - NA"
"CAGL0L08426g"	"T10"	NA	"CAGL0L08426g - NA"
"CAGL0L08756g"	"T10"	NA	"CAGL0L08756g - NA"
"CAGL0L09020g"	"T10"	NA	"CAGL0L09020g - NA"
"CAGL0L09086g"	"T10"	NA	"CAGL0L09086g - NA"
"CAGL0L09108g"	"T10"	0.244	"CAGL0L09108g - 0.244"
"CAGL0L09273g"	"T10"	NA	"CAGL0L09273g - NA"
"CAGL0L09383g"	"T10"	NA	"CAGL0L09383g - NA"
"CAGL0L09537g"	"T10"	NA	"CAGL0L09537g - NA"
"CAGL0L10142g"	"T10"	NA	"CAGL0L10142g - NA"
"CAGL0L10164g"	"T10"	0.271	"CAGL0L10164g - 0.271"
"CAGL0L10362g"	"T10"	NA	"CAGL0L10362g - NA"
"CAGL0L10406g"	"T10"	-0.262	"CAGL0L10406g - -0.262"
"CAGL0L10582g"	"T10"	NA	"CAGL0L10582g - NA"
"CAGL0L10780g"	"T10"	-0.063	"CAGL0L10780g - -0.063"
"CAGL0L10868g"	"T10"	-0.693	"CAGL0L10868g - -0.693"
"CAGL0L10890g"	"T10"	-0.844	"CAGL0L10890g - -0.844"
"CAGL0L11000g"	"T10"	-1.218	"CAGL0L11000g - -1.218"
"CAGL0L11506g"	"T10"	NA	"CAGL0L11506g - NA"
"CAGL0L11814g"	"T10"	NA	"CAGL0L11814g - NA"
"CAGL0L11902g"	"T10"	NA	"CAGL0L11902g - NA"
"CAGL0L11990g"	"T10"	NA	"CAGL0L11990g - NA"
"CAGL0L12364g"	"T10"	-0.48	"CAGL0L12364g - -0.48"
"CAGL0L12562g"	"T10"	NA	"CAGL0L12562g - NA"
"CAGL0L12914g"	"T10"	-0.591	"CAGL0L12914g - -0.591"
"CAGL0L12936g"	"T10"	0.174	"CAGL0L12936g - 0.174"
"CAGL0L13156g"	"T10"	NA	"CAGL0L13156g - NA"
"CAGL0L13354g"	"T10"	NA	"CAGL0L13354g - NA"
"CAGL0M00418g"	"T10"	NA	"CAGL0M00418g - NA"
"CAGL0M00770g"	"T10"	NA	"CAGL0M00770g - NA"
"CAGL0M01364g"	"T10"	-0.241	"CAGL0M01364g - -0.241"
"CAGL0M01562g"	"T10"	0.143	"CAGL0M01562g - 0.143"
"CAGL0M02167g"	"T10"	NA	"CAGL0M02167g - NA"
"CAGL0M02211g"	"T10"	-0.723	"CAGL0M02211g - -0.723"
"CAGL0M02387g"	"T10"	NA	"CAGL0M02387g - NA"
"CAGL0M02915g"	"T10"	NA	"CAGL0M02915g - NA"
"CAGL0M03003g"	"T10"	NA	"CAGL0M03003g - NA"
"CAGL0M03025g"	"T10"	NA	"CAGL0M03025g - NA"
"CAGL0M03377g"	"T10"	-0.094	"CAGL0M03377g - -0.094"
"CAGL0M03795g"	"T10"	-1.554	"CAGL0M03795g - -1.554"
"CAGL0M04191g"	"T10"	NA	"CAGL0M04191g - NA"
"CAGL0M04499g"	"T10"	NA	"CAGL0M04499g - NA"
"CAGL0M04675g"	"T10"	0.979	"CAGL0M04675g - 0.979"
"CAGL0M04873g"	"T10"	0.733	"CAGL0M04873g - 0.733"
"CAGL0M05401g"	"T10"	NA	"CAGL0M05401g - NA"
"CAGL0M05511g"	"T10"	NA	"CAGL0M05511g - NA"
"CAGL0M05665g"	"T10"	0.975	"CAGL0M05665g - 0.975"
"CAGL0M05775g"	"T10"	0.987	"CAGL0M05775g - 0.987"
"CAGL0M05951g"	"T10"	NA	"CAGL0M05951g - NA"
"CAGL0M05995g"	"T10"	-0.489	"CAGL0M05995g - -0.489"
"CAGL0M06369g"	"T10"	-1.914	"CAGL0M06369g - -1.914"
"CAGL0M06457g"	"T10"	-1.587	"CAGL0M06457g - -1.587"
"CAGL0M06633g"	"T10"	2.863	"CAGL0M06633g - 2.863"
"CAGL0M06963g"	"T10"	NA	"CAGL0M06963g - NA"
"CAGL0M07001g"	"T10"	NA	"CAGL0M07001g - NA"
"CAGL0M07271g"	"T10"	3.569	"CAGL0M07271g - 3.569"
"CAGL0M07403g"	"T10"	NA	"CAGL0M07403g - NA"
"CAGL0M07656g"	"T10"	-0.264	"CAGL0M07656g - -0.264"
"CAGL0M07722g"	"T10"	1.059	"CAGL0M07722g - 1.059"
"CAGL0M08184g"	"T10"	NA	"CAGL0M08184g - NA"
"CAGL0M08602g"	"T10"	NA	"CAGL0M08602g - NA"
"CAGL0M09020g"	"T10"	NA	"CAGL0M09020g - NA"
"CAGL0M09229g"	"T10"	NA	"CAGL0M09229g - NA"
"CAGL0M09581g"	"T10"	0.321	"CAGL0M09581g - 0.321"
"CAGL0M09669g"	"T10"	NA	"CAGL0M09669g - NA"
"CAGL0M09713g"	"T10"	1.106	"CAGL0M09713g - 1.106"
"CAGL0M10241g"	"T10"	0.12	"CAGL0M10241g - 0.12"
"CAGL0M11000g"	"T10"	NA	"CAGL0M11000g - NA"
"CAGL0M11110g"	"T10"	0.034	"CAGL0M11110g - 0.034"
"CAGL0M11704g"	"T10"	-0.379	"CAGL0M11704g - -0.379"
"CAGL0M11902g"	"T10"	NA	"CAGL0M11902g - NA"
"CAGL0M12551g"	"T10"	NA	"CAGL0M12551g - NA"
"CAGL0M12881g"	"T10"	0.408	"CAGL0M12881g - 0.408"
"CAGL0M12947g"	"T10"	NA	"CAGL0M12947g - NA"
"CAGL0M13717g"	"T10"	0.077	"CAGL0M13717g - 0.077"
